COUNTY_FIPS,STATE,REQUIRED_SPECIALTY,PROVIDER_COUNT,TOTAL_BENEFICIARIES,TOTAL_SERVICES
05103,AR,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,746,3356.0
05103,AR,HEMATOLOGY/ONCOLOGY,1,880,184396.0
05105,AR,INTERNAL MEDICINE,1,319,2592.0
05107,AR,INTERNAL MEDICINE,3,338,2098.0
05111,AR,INTERNAL MEDICINE,1,649,18971.0
05115,AR,CARDIOVASCULAR DISEASE (CARDIOLOGY),3,2364,11837.0
05115,AR,HEMATOLOGY/ONCOLOGY,1,291,125928.0
05115,AR,INTERNAL MEDICINE,3,1528,20403.0
05115,AR,PSYCHIATRY,1,0,0.0
05117,AR,ENDOCRINOLOGY,1,1171,3087.0
05119,AR,CARDIOVASCULAR DISEASE (CARDIOLOGY),49,48021,142938.0
05119,AR,ENDOCRINOLOGY,25,8158,152961.0
05119,AR,HEMATOLOGY/ONCOLOGY,31,22009,4125346.0
05119,AR,INTERNAL MEDICINE,172,43135,341389.0
05119,AR,NEUROLOGY,48,13597,363463.0
05119,AR,PSYCHIATRY,88,3685,18370.0
05119,AR,PULMONARY DISEASE,26,11043,59176.0
05119,AR,RHEUMATOLOGY,15,4085,1102607.0
05121,AR,INTERNAL MEDICINE,2,480,755.0
05123,AR,INTERNAL MEDICINE,3,827,6041.0
05123,AR,PSYCHIATRY,1,17,37.0
05123,AR,PULMONARY DISEASE,1,442,1291.0
05125,AR,CARDIOVASCULAR DISEASE (CARDIOLOGY),3,1313,18813.0
05125,AR,INTERNAL MEDICINE,17,5343,24867.0
05125,AR,PSYCHIATRY,5,787,3466.0
05131,AR,CARDIOVASCULAR DISEASE (CARDIOLOGY),14,22027,67648.0
05131,AR,HEMATOLOGY/ONCOLOGY,5,2307,113166.0
05131,AR,INTERNAL MEDICINE,65,18642,89433.0
05131,AR,NEUROLOGY,8,2749,18175.0
05131,AR,PSYCHIATRY,7,573,3723.0
05131,AR,PULMONARY DISEASE,7,3008,8690.0
05131,AR,RHEUMATOLOGY,4,2078,411316.0
05133,AR,PSYCHIATRY,1,41,245.0
05135,AR,INTERNAL MEDICINE,1,316,1642.0
05137,AR,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,1662,4882.0
05137,AR,INTERNAL MEDICINE,2,694,3987.0
05139,AR,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,1592,20252.0
05139,AR,INTERNAL MEDICINE,3,1049,2870.0
05141,AR,INTERNAL MEDICINE,2,59,260.0
05143,AR,CARDIOVASCULAR DISEASE (CARDIOLOGY),7,12562,39108.0
05143,AR,ENDOCRINOLOGY,3,2006,4873.0
05143,AR,HEMATOLOGY/ONCOLOGY,7,9921,1874749.0
05143,AR,INTERNAL MEDICINE,55,20318,212862.0
05143,AR,NEUROLOGY,10,3663,83795.0
05143,AR,PSYCHIATRY,12,474,2036.0
05143,AR,PULMONARY DISEASE,10,3777,26007.0
05143,AR,RHEUMATOLOGY,1,588,84887.0
05145,AR,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,1231,3285.0
05145,AR,HEMATOLOGY/ONCOLOGY,2,395,2063.0
05145,AR,INTERNAL MEDICINE,14,6646,23911.0
05145,AR,NEUROLOGY,2,43,51.0
05145,AR,PSYCHIATRY,7,348,1002.0
05145,AR,PULMONARY DISEASE,2,775,2235.0
05145,AR,RHEUMATOLOGY,1,301,1107.0
05147,AR,INTERNAL MEDICINE,2,36,77.0
05149,AR,CARDIOVASCULAR DISEASE (CARDIOLOGY),3,4441,20102.0
05149,AR,INTERNAL MEDICINE,1,269,2055.0
06001,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),67,45255,211025.3
06001,CA,ENDOCRINOLOGY,34,7742,143927.0
06001,CA,HEMATOLOGY/ONCOLOGY,26,6977,1268069.0
06001,CA,INTERNAL MEDICINE,763,79197,323537.0
06001,CA,NEUROLOGY,77,14805,171978.0
06001,CA,PSYCHIATRY,221,5121,44532.0
06001,CA,PULMONARY DISEASE,22,5269,21984.0
06001,CA,RHEUMATOLOGY,23,3667,481780.0
06005,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),5,2424,15448.0
06005,CA,HEMATOLOGY/ONCOLOGY,1,301,142030.0
06005,CA,INTERNAL MEDICINE,12,3789,12901.0
06005,CA,NEUROLOGY,2,414,1506.0
06005,CA,PSYCHIATRY,2,97,414.0
06005,CA,PULMONARY DISEASE,1,221,566.0
06007,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),7,11471,28997.0
06007,CA,ENDOCRINOLOGY,4,1264,8643.0
06007,CA,HEMATOLOGY/ONCOLOGY,6,2696,23753.0
06007,CA,INTERNAL MEDICINE,67,33489,178959.0
06007,CA,NEUROLOGY,6,2518,8637.0
06007,CA,PSYCHIATRY,29,1417,6270.0
06007,CA,PULMONARY DISEASE,2,4683,14358.0
06007,CA,RHEUMATOLOGY,2,651,114996.0
06009,CA,INTERNAL MEDICINE,5,472,810.0
06009,CA,PSYCHIATRY,1,0,0.0
06011,CA,INTERNAL MEDICINE,15,3655,16973.0
06011,CA,PSYCHIATRY,2,82,229.0
06013,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),51,50678,229569.0
06013,CA,ENDOCRINOLOGY,24,8812,337960.0
06013,CA,HEMATOLOGY/ONCOLOGY,39,11000,2141305.0
06013,CA,INTERNAL MEDICINE,483,65492,398284.0
06013,CA,NEUROLOGY,44,9468,172818.0
06013,CA,PSYCHIATRY,131,4346,29405.0
06013,CA,PULMONARY DISEASE,35,16301,57148.0
06013,CA,RHEUMATOLOGY,18,3807,396308.0
06015,CA,INTERNAL MEDICINE,4,1550,17475.0
06015,CA,PSYCHIATRY,2,0,0.0
06017,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),9,10141,28779.0
06017,CA,HEMATOLOGY/ONCOLOGY,3,681,65573.0
06017,CA,INTERNAL MEDICINE,21,7762,21036.0
06017,CA,NEUROLOGY,4,371,839.0
06017,CA,PSYCHIATRY,6,113,893.0
06017,CA,PULMONARY DISEASE,4,1891,4584.0
06017,CA,RHEUMATOLOGY,1,484,1080.0
06019,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),31,42025,204451.0
06019,CA,ENDOCRINOLOGY,14,4707,140022.0
06019,CA,HEMATOLOGY/ONCOLOGY,14,9399,2032809.0
06019,CA,INTERNAL MEDICINE,357,65791,889122.5
06019,CA,NEUROLOGY,36,7427,115569.0
06019,CA,PSYCHIATRY,61,2456,18813.0
06019,CA,PULMONARY DISEASE,15,5851,20787.0
06019,CA,RHEUMATOLOGY,9,4015,1090790.0
06021,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,10929,28954.0
06021,CA,NEUROLOGY,1,147,462.0
06021,CA,PSYCHIATRY,1,74,219.0
06023,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),6,3847,9689.0
06023,CA,HEMATOLOGY/ONCOLOGY,4,732,8300.0
06023,CA,INTERNAL MEDICINE,13,4012,13339.0
06023,CA,PSYCHIATRY,12,592,2441.0
06023,CA,PULMONARY DISEASE,1,514,1772.0
06025,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),7,11333,103933.0
06025,CA,ENDOCRINOLOGY,1,289,894.0
06025,CA,INTERNAL MEDICINE,31,8720,177797.0
06025,CA,NEUROLOGY,2,2384,25507.0
06025,CA,PSYCHIATRY,18,610,1938.0
06025,CA,PULMONARY DISEASE,2,1919,8177.0
06025,CA,RHEUMATOLOGY,1,181,1680.0
06029,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),28,30050,210082.0
06029,CA,ENDOCRINOLOGY,8,2283,9994.0
06029,CA,HEMATOLOGY/ONCOLOGY,16,6786,936450.0
06029,CA,INTERNAL MEDICINE,186,44780,351718.0
06029,CA,NEUROLOGY,13,5416,145800.0
06029,CA,PSYCHIATRY,66,8523,50633.0
06029,CA,PULMONARY DISEASE,15,7269,56427.0
06029,CA,RHEUMATOLOGY,4,1631,223177.4
06031,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),7,13391,53400.0
06031,CA,ENDOCRINOLOGY,1,1044,13104.0
06031,CA,INTERNAL MEDICINE,49,17664,120541.0
06031,CA,NEUROLOGY,1,758,1839.0
06031,CA,PSYCHIATRY,2,52,198.0
06031,CA,PULMONARY DISEASE,2,1386,4314.0
06033,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),3,1808,5327.0
06033,CA,ENDOCRINOLOGY,1,174,379.0
06033,CA,INTERNAL MEDICINE,9,582,1509.0
06033,CA,NEUROLOGY,1,0,0.0
06033,CA,PSYCHIATRY,8,77,347.0
06035,CA,INTERNAL MEDICINE,1,174,1020.0
06037,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),516,344133,2725786.0
06037,CA,ENDOCRINOLOGY,202,53034,622405.0
06037,CA,HEMATOLOGY/ONCOLOGY,322,86831,14329493.1
06037,CA,INTERNAL MEDICINE,3569,579150,5619008.0
06037,CA,NEUROLOGY,556,118602,2166273.5
06037,CA,PSYCHIATRY,923,53424,354314.0
06037,CA,PULMONARY DISEASE,292,92964,505913.0
06037,CA,RHEUMATOLOGY,189,42477,4227097.5
06039,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),3,1435,6028.0
06039,CA,HEMATOLOGY/ONCOLOGY,1,480,66943.0
06039,CA,INTERNAL MEDICINE,12,3193,21016.0
06039,CA,PSYCHIATRY,5,126,429.0
06039,CA,RHEUMATOLOGY,1,243,40188.0
06041,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),9,3710,14454.0
06041,CA,ENDOCRINOLOGY,1,355,1433.0
06041,CA,HEMATOLOGY/ONCOLOGY,6,499,138448.0
06041,CA,INTERNAL MEDICINE,76,10746,47838.0
06041,CA,NEUROLOGY,15,4314,43223.0
06041,CA,PSYCHIATRY,29,686,7008.0
06041,CA,PULMONARY DISEASE,4,1221,6108.0
06041,CA,RHEUMATOLOGY,2,362,1102.0
06043,CA,INTERNAL MEDICINE,11,1472,8168.0
06043,CA,PSYCHIATRY,2,14,66.0
06045,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),7,6729,14928.0
06045,CA,HEMATOLOGY/ONCOLOGY,2,852,3301.0
06045,CA,INTERNAL MEDICINE,23,3424,11406.0
06045,CA,NEUROLOGY,1,183,930.0
06045,CA,PSYCHIATRY,4,64,645.0
06045,CA,PULMONARY DISEASE,4,2784,8691.0
06045,CA,RHEUMATOLOGY,1,177,44068.0
06047,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),5,6797,50692.0
06047,CA,ENDOCRINOLOGY,1,413,3072.0
06047,CA,HEMATOLOGY/ONCOLOGY,11,3535,171769.0
06047,CA,INTERNAL MEDICINE,29,6890,41138.0
06047,CA,NEUROLOGY,1,695,1519.0
06047,CA,PSYCHIATRY,2,189,569.0
06047,CA,PULMONARY DISEASE,1,2096,6367.0
06047,CA,RHEUMATOLOGY,1,657,6588.0
06049,CA,INTERNAL MEDICINE,3,93,523.0
06049,CA,PSYCHIATRY,2,0,0.0
06051,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,740,1818.0
06051,CA,INTERNAL MEDICINE,11,620,12383.0
06051,CA,NEUROLOGY,1,0,0.0
06051,CA,PSYCHIATRY,4,1309,4962.0
06053,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),18,24254,54138.0
06053,CA,ENDOCRINOLOGY,9,5390,25208.0
06053,CA,HEMATOLOGY/ONCOLOGY,8,5264,773689.0
06053,CA,INTERNAL MEDICINE,62,29869,125266.0
06053,CA,NEUROLOGY,16,7213,39935.0
06053,CA,PSYCHIATRY,45,2925,14673.0
06053,CA,PULMONARY DISEASE,14,4223,14258.0
06053,CA,RHEUMATOLOGY,4,1739,7531.0
06055,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),7,7997,23475.0
06055,CA,HEMATOLOGY/ONCOLOGY,3,1406,72241.0
06055,CA,INTERNAL MEDICINE,40,8307,103238.0
06055,CA,NEUROLOGY,5,2400,97393.0
06055,CA,PSYCHIATRY,56,1222,5159.0
06057,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),6,5240,11611.0
06057,CA,ENDOCRINOLOGY,1,0,0.0
06057,CA,HEMATOLOGY/ONCOLOGY,4,1281,12707.0
06057,CA,INTERNAL MEDICINE,15,5785,43932.0
06057,CA,NEUROLOGY,2,0,0.0
06057,CA,PSYCHIATRY,5,130,683.0
06057,CA,PULMONARY DISEASE,2,251,456.0
06059,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),186,148421,755673.0
06059,CA,ENDOCRINOLOGY,75,25357,358747.0
06059,CA,HEMATOLOGY/ONCOLOGY,124,27981,2594981.2
06059,CA,INTERNAL MEDICINE,1180,230896,2544418.5
06059,CA,NEUROLOGY,178,42963,1164623.5
06059,CA,PSYCHIATRY,222,14213,83404.0
06059,CA,PULMONARY DISEASE,97,36955,216962.0
06059,CA,RHEUMATOLOGY,45,14047,1051051.1
06061,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),46,43664,135022.0
06061,CA,ENDOCRINOLOGY,13,2721,8940.0
06061,CA,HEMATOLOGY/ONCOLOGY,16,4228,28494.0
06061,CA,INTERNAL MEDICINE,260,33363,181433.0
06061,CA,NEUROLOGY,34,6924,183204.0
06061,CA,PSYCHIATRY,36,884,11158.0
06061,CA,PULMONARY DISEASE,13,4714,53733.0
06061,CA,RHEUMATOLOGY,8,1508,135492.0
06063,CA,PSYCHIATRY,2,0,0.0
06065,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),82,65838,453450.0
06065,CA,ENDOCRINOLOGY,24,4005,11672.0
06065,CA,HEMATOLOGY/ONCOLOGY,31,13069,3266332.0
06065,CA,INTERNAL MEDICINE,618,102988,891887.0
06065,CA,NEUROLOGY,66,12614,62254.0
06065,CA,PSYCHIATRY,106,4702,30788.0
06065,CA,PULMONARY DISEASE,39,16163,70150.0
06065,CA,RHEUMATOLOGY,24,6489,568146.0
06067,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),47,31372,78785.0
06067,CA,ENDOCRINOLOGY,32,8869,151828.0
06067,CA,HEMATOLOGY/ONCOLOGY,41,10072,1176017.0
06067,CA,INTERNAL MEDICINE,630,103052,763199.0
06067,CA,NEUROLOGY,87,18818,218258.0
06067,CA,PSYCHIATRY,189,8151,71314.0
06067,CA,PULMONARY DISEASE,49,12034,37576.0
06067,CA,RHEUMATOLOGY,28,4847,33618.0
06069,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,21,29.0
06069,CA,HEMATOLOGY/ONCOLOGY,1,90,361.0
06069,CA,INTERNAL MEDICINE,5,2054,14882.0
06069,CA,NEUROLOGY,1,307,684.0
06069,CA,PSYCHIATRY,3,31,144.0
06069,CA,RHEUMATOLOGY,1,0,0.0
06071,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),66,30965,273830.3
06071,CA,ENDOCRINOLOGY,20,2975,9368.0
06071,CA,HEMATOLOGY/ONCOLOGY,40,5617,263040.0
06071,CA,INTERNAL MEDICINE,594,66883,507627.0
06071,CA,NEUROLOGY,83,10318,134384.0
06071,CA,PSYCHIATRY,184,4486,27813.0
06071,CA,PULMONARY DISEASE,31,11635,56233.0
06071,CA,RHEUMATOLOGY,19,4404,1122686.0
06073,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),180,136885,620742.0
06073,CA,ENDOCRINOLOGY,73,16901,229189.0
06073,CA,HEMATOLOGY/ONCOLOGY,128,27791,5168973.0
06073,CA,INTERNAL MEDICINE,1127,192959,1589560.0
06073,CA,NEUROLOGY,179,44620,1387411.0
06073,CA,PSYCHIATRY,354,16327,178241.0
06073,CA,PULMONARY DISEASE,103,27802,105410.0
06073,CA,RHEUMATOLOGY,57,14077,1794061.0
06075,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),89,39743,101298.0
06075,CA,ENDOCRINOLOGY,33,5004,64211.0
06075,CA,HEMATOLOGY/ONCOLOGY,35,5362,658105.0
06075,CA,INTERNAL MEDICINE,689,78149,426091.0
06075,CA,NEUROLOGY,168,16157,136559.0
06075,CA,PSYCHIATRY,218,5079,30705.0
06075,CA,PULMONARY DISEASE,54,8265,22146.0
06075,CA,RHEUMATOLOGY,17,1306,94434.0
06077,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),39,36279,183479.0
06077,CA,ENDOCRINOLOGY,9,1803,17031.0
06077,CA,HEMATOLOGY/ONCOLOGY,14,3316,897562.0
06077,CA,INTERNAL MEDICINE,285,42645,232303.0
06077,CA,NEUROLOGY,24,5091,92129.0
06077,CA,PSYCHIATRY,90,2414,13721.0
06077,CA,PULMONARY DISEASE,14,7879,85391.0
06077,CA,RHEUMATOLOGY,14,3383,683246.0
06079,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),8,11668,42795.0
06079,CA,ENDOCRINOLOGY,2,718,2985.0
06079,CA,HEMATOLOGY/ONCOLOGY,6,1992,137257.0
06079,CA,INTERNAL MEDICINE,64,23212,92675.0
06079,CA,NEUROLOGY,10,3540,47703.0
06079,CA,PSYCHIATRY,15,1016,4908.0
06079,CA,PULMONARY DISEASE,8,2027,4994.0
06079,CA,RHEUMATOLOGY,9,4735,1001056.0
06081,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),52,40968,129322.0
06081,CA,ENDOCRINOLOGY,31,8917,107911.0
06081,CA,HEMATOLOGY/ONCOLOGY,40,4442,447380.0
06081,CA,INTERNAL MEDICINE,420,54711,2414456.0
06081,CA,NEUROLOGY,51,7826,63831.0
06081,CA,PSYCHIATRY,107,2370,16752.0
06081,CA,PULMONARY DISEASE,27,7144,21323.0
06081,CA,RHEUMATOLOGY,22,3455,241360.0
06083,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),21,24346,93481.0
06083,CA,ENDOCRINOLOGY,10,6534,133960.0
06083,CA,HEMATOLOGY/ONCOLOGY,19,7421,1476552.0
06083,CA,INTERNAL MEDICINE,146,46619,545696.0
06083,CA,NEUROLOGY,15,7166,162713.0
06083,CA,PSYCHIATRY,37,3208,16698.0
06083,CA,PULMONARY DISEASE,6,4527,34176.0
06083,CA,RHEUMATOLOGY,6,4497,549645.0
06085,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),172,97459,419891.0
06085,CA,ENDOCRINOLOGY,50,11300,318155.0
06085,CA,HEMATOLOGY/ONCOLOGY,93,35555,1390493.0
06085,CA,INTERNAL MEDICINE,1155,152672,548508.0
06085,CA,NEUROLOGY,170,26496,354028.0
06085,CA,PSYCHIATRY,334,7558,48137.0
06085,CA,PULMONARY DISEASE,55,12327,44318.0
06085,CA,RHEUMATOLOGY,48,8503,567570.0
06087,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),12,11120,76844.0
06087,CA,ENDOCRINOLOGY,5,2167,68756.0
06087,CA,HEMATOLOGY/ONCOLOGY,8,4462,1013349.0
06087,CA,INTERNAL MEDICINE,53,13336,55826.0
06087,CA,NEUROLOGY,7,2425,48484.0
06087,CA,PSYCHIATRY,15,941,5757.0
06087,CA,PULMONARY DISEASE,7,2560,9262.0
06087,CA,RHEUMATOLOGY,6,3665,769915.0
06089,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),14,14858,64755.0
06089,CA,ENDOCRINOLOGY,4,3363,63203.0
06089,CA,HEMATOLOGY/ONCOLOGY,3,1243,356226.6
06089,CA,INTERNAL MEDICINE,31,16731,92239.0
06089,CA,NEUROLOGY,8,2941,78639.0
06089,CA,PSYCHIATRY,11,1270,8764.0
06089,CA,PULMONARY DISEASE,3,3922,12755.0
06089,CA,RHEUMATOLOGY,4,457,1615.0
06093,CA,INTERNAL MEDICINE,5,427,1930.0
06093,CA,PSYCHIATRY,3,194,2215.0
06095,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),20,8889,33660.0
06095,CA,ENDOCRINOLOGY,4,2365,70733.0
06095,CA,HEMATOLOGY/ONCOLOGY,17,2754,558220.0
06095,CA,INTERNAL MEDICINE,200,20707,103997.0
06095,CA,NEUROLOGY,19,3499,89502.0
06095,CA,PSYCHIATRY,44,1110,10401.0
06095,CA,PULMONARY DISEASE,6,2652,7260.0
06095,CA,RHEUMATOLOGY,5,482,10362.0
06097,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),25,28858,93476.0
06097,CA,ENDOCRINOLOGY,10,2192,73564.0
06097,CA,HEMATOLOGY/ONCOLOGY,11,4030,65439.0
06097,CA,INTERNAL MEDICINE,119,19540,120923.0
06097,CA,NEUROLOGY,16,5629,134591.0
06097,CA,PSYCHIATRY,70,1652,10005.0
06097,CA,PULMONARY DISEASE,6,1548,4277.0
06097,CA,RHEUMATOLOGY,7,3185,61483.0
06099,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),30,26072,97436.0
06099,CA,ENDOCRINOLOGY,3,1696,22347.0
06099,CA,HEMATOLOGY/ONCOLOGY,12,1946,24007.0
06099,CA,INTERNAL MEDICINE,181,36578,267595.0
06099,CA,NEUROLOGY,15,1927,5863.0
06099,CA,PSYCHIATRY,23,1019,7706.0
06099,CA,PULMONARY DISEASE,8,3602,10591.0
06099,CA,RHEUMATOLOGY,5,1263,24784.0
06101,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),6,6031,25254.0
06101,CA,HEMATOLOGY/ONCOLOGY,1,618,8306.0
06101,CA,INTERNAL MEDICINE,12,3949,87095.0
06101,CA,NEUROLOGY,1,833,9623.0
06101,CA,PSYCHIATRY,8,390,1498.0
06101,CA,PULMONARY DISEASE,2,1280,4962.0
06101,CA,RHEUMATOLOGY,1,198,2041.0
06103,CA,INTERNAL MEDICINE,11,1447,6647.0
06105,CA,INTERNAL MEDICINE,1,0,0.0
06105,CA,PSYCHIATRY,2,104,485.0
06107,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),16,15636,120943.6
06107,CA,ENDOCRINOLOGY,2,31,97.0
06107,CA,HEMATOLOGY/ONCOLOGY,6,3444,637993.0
06107,CA,INTERNAL MEDICINE,56,13145,249082.0
06107,CA,NEUROLOGY,8,3589,10290.0
06107,CA,PSYCHIATRY,22,812,3746.0
06107,CA,PULMONARY DISEASE,3,867,3660.0
06109,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),6,6384,16076.0
06109,CA,HEMATOLOGY/ONCOLOGY,2,554,1220.0
06109,CA,INTERNAL MEDICINE,11,4660,24602.0
06109,CA,NEUROLOGY,7,2394,58692.0
06109,CA,PSYCHIATRY,6,138,1371.0
06109,CA,PULMONARY DISEASE,1,717,2084.0
06111,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),45,39520,338676.0
06111,CA,ENDOCRINOLOGY,17,6120,111642.0
06111,CA,HEMATOLOGY/ONCOLOGY,18,9071,1307080.0
06111,CA,INTERNAL MEDICINE,216,55081,432215.0
06111,CA,NEUROLOGY,35,10981,247469.0
06111,CA,PSYCHIATRY,51,3473,25457.0
06111,CA,PULMONARY DISEASE,27,13200,51678.0
06111,CA,RHEUMATOLOGY,11,3671,1170553.0
06113,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),3,4875,10521.0
06113,CA,ENDOCRINOLOGY,3,1033,8649.0
06113,CA,HEMATOLOGY/ONCOLOGY,4,728,2819.0
06113,CA,INTERNAL MEDICINE,21,3370,12341.0
06113,CA,NEUROLOGY,5,1490,55407.0
06113,CA,PSYCHIATRY,27,692,4570.0
06113,CA,PULMONARY DISEASE,3,1054,3535.0
06113,CA,RHEUMATOLOGY,3,1272,11366.0
06115,CA,CARDIOVASCULAR DISEASE (CARDIOLOGY),3,1725,7972.0
06115,CA,ENDOCRINOLOGY,1,1020,18258.0
06115,CA,HEMATOLOGY/ONCOLOGY,2,575,1500.0
06115,CA,INTERNAL MEDICINE,8,1143,4994.0
06115,CA,NEUROLOGY,2,300,702.0
06115,CA,PSYCHIATRY,2,0,0.0
06115,CA,PULMONARY DISEASE,2,91,170.0
08001,CO,CARDIOVASCULAR DISEASE (CARDIOLOGY),38,14837,26055.0
08001,CO,ENDOCRINOLOGY,44,4340,9186.0
08001,CO,HEMATOLOGY/ONCOLOGY,48,2743,345493.0
08001,CO,INTERNAL MEDICINE,95,15522,49543.0
08001,CO,NEUROLOGY,79,6220,16034.0
08001,CO,PSYCHIATRY,76,2118,7723.0
08001,CO,PULMONARY DISEASE,43,6278,13229.0
08001,CO,RHEUMATOLOGY,21,1702,62944.0
08003,CO,CARDIOVASCULAR DISEASE (CARDIOLOGY),2,819,1709.0
08003,CO,HEMATOLOGY/ONCOLOGY,1,193,565.0
08003,CO,INTERNAL MEDICINE,7,739,2133.0
08003,CO,PULMONARY DISEASE,1,532,1272.0
08005,CO,CARDIOVASCULAR DISEASE (CARDIOLOGY),26,23945,62831.0
08005,CO,ENDOCRINOLOGY,5,1619,4063.0
08005,CO,HEMATOLOGY/ONCOLOGY,1,946,269278.0
08005,CO,INTERNAL MEDICINE,132,27699,338358.0
08005,CO,NEUROLOGY,33,6022,166840.0
08005,CO,PSYCHIATRY,26,719,4322.0
08005,CO,PULMONARY DISEASE,20,3854,10255.0
08005,CO,RHEUMATOLOGY,7,2560,902960.0
08007,CO,INTERNAL MEDICINE,1,658,1416.0
08007,CO,NEUROLOGY,1,0,0.0
08013,CO,CARDIOVASCULAR DISEASE (CARDIOLOGY),15,5975,13252.0
08013,CO,ENDOCRINOLOGY,9,2641,36121.0
08013,CO,HEMATOLOGY/ONCOLOGY,10,3545,655433.0
08013,CO,INTERNAL MEDICINE,81,14893,73228.0
08013,CO,NEUROLOGY,17,4162,62933.0
08013,CO,PSYCHIATRY,29,1051,5719.0
08013,CO,PULMONARY DISEASE,12,5443,14718.0
08013,CO,RHEUMATOLOGY,5,2244,196904.0
08014,CO,CARDIOVASCULAR DISEASE (CARDIOLOGY),8,5508,17410.0
08014,CO,HEMATOLOGY/ONCOLOGY,2,0,0.0
08014,CO,INTERNAL MEDICINE,16,4523,25793.0
08014,CO,NEUROLOGY,7,1628,14777.0
08014,CO,PSYCHIATRY,2,14,337.0
08014,CO,PULMONARY DISEASE,1,333,888.0
08015,CO,CARDIOVASCULAR DISEASE (CARDIOLOGY),1,0,0.0
08015,CO,INTERNAL MEDICINE,6,134,336.0
08015,CO,NEUROLOGY,1,194,329.0
08015,CO,PULMONARY DISEASE,2,1119,2775.0
08029,CO,HEMATOLOGY/ONCOLOGY,2,271,955.0
08029,CO,INTERNAL MEDICINE,6,236,631.0
08029,CO,PULMONARY DISEASE,3,1338,3770.0
08031,CO,CARDIOVASCULAR DISEASE (CARDIOLOGY),29,10001,20864.0
08031,CO,ENDOCRINOLOGY,16,2485,30926.0
08031,CO,HEMATOLOGY/ONCOLOGY,24,4373,506952.0
08031,CO,INTERNAL MEDICINE,380,37595,245438.0
08031,CO,NEUROLOGY,40,5532,177547.0
08031,CO,PSYCHIATRY,100,2099,11974.0
08031,CO,PULMONARY DISEASE,58,7056,19453.0
08031,CO,RHEUMATOLOGY,24,4804,804407.0
08035,CO,CARDIOVASCULAR DISEASE (CARDIOLOGY),14,7038,47787.0
08035,CO,ENDOCRINOLOGY,1,11,74.0
08035,CO,HEMATOLOGY/ONCOLOGY,12,4449,809161.0
08035,CO,INTERNAL MEDICINE,72,14880,85290.5
08035,CO,NEUROLOGY,24,4532,241694.0
08035,CO,PSYCHIATRY,16,370,2381.0
08035,CO,RHEUMATOLOGY,4,833,134865.0
08037,CO,ENDOCRINOLOGY,1,346,2805.0
08037,CO,HEMATOLOGY/ONCOLOGY,1,14,1171.0
08037,CO,INTERNAL MEDICINE,19,4131,30310.0
08037,CO,PSYCHIATRY,5,33,157.0
08041,CO,CARDIOVASCULAR DISEASE (CARDIOLOGY),31,25579,107352.0
